Name,URL,Ingredients,Description,Instruction,Image URL
"Салат слоёный ""Снеговик""",https://www.povarenok.ru/recipes/show/182154/,,,,https://www.povarenok.ru/data/cache/2024dec/28/39/3156297_46230-710x550x.jpg
Округлые котлетки с грибной начинкой,https://www.povarenok.ru/recipes/show/182239/,,,,https://www.povarenok.ru/data/cache/2025jan/09/31/3158490_93139-710x550x.jpg
Рождественская индоутка с рисом и овощами,https://www.povarenok.ru/recipes/show/182246/,,,,https://www.povarenok.ru/data/cache/2025jan/09/56/3158570_81248-710x550x.jpg
Салат с индейкой и хрустящими баклажанами,https://www.povarenok.ru/recipes/show/182181/,,,,https://www.povarenok.ru/data/cache/2025jan/01/33/3156839_56265-710x550x.jpg
Закусочные маффины из яиц,https://www.povarenok.ru/recipes/show/182184/,,,,https://www.povarenok.ru/data/cache/2025jan/02/08/3156956_34814-710x550x.jpg
Новогодний минестроне,https://www.povarenok.ru/recipes/show/182156/,,,,https://www.povarenok.ru/data/cache/2024dec/28/08/3156319_28506-710x550x.jpg
"Холодец ""Три ноги""",https://www.povarenok.ru/recipes/show/182212/,,,,https://www.povarenok.ru/data/cache/2025jan/06/20/3157725_84189-710x550x.jpg
Куриные крылышки по-китайски,https://www.povarenok.ru/recipes/show/182198/,,,,https://www.povarenok.ru/data/cache/2025jan/04/45/3157294_75927-710x550x.jpg
Закуска с сыровяленой индейкой,https://www.povarenok.ru/recipes/show/182232/,,,,https://www.povarenok.ru/data/cache/2025jan/07/10/3158067_80200-710x550x.jpg
Быстрые багеты,https://www.povarenok.ru/recipes/show/182158/,,,,https://www.povarenok.ru/data/cache/2024dec/27/57/3156127_31419-710x550x.jpg
Вкусные ракушки с начинкой из индейки,https://www.povarenok.ru/recipes/show/182178/,,,,https://www.povarenok.ru/data/cache/2024dec/31/49/3156787_50114-710x550x.jpg
Огурцы маринованные,https://www.povarenok.ru/recipes/show/182277/,,,,https://www.povarenok.ru/data/cache/2024sep/22/33/3137103_34215-710x550x.jpg
Новогодний фуршет с нарезкой из индейки,https://www.povarenok.ru/recipes/show/182262/,,,,https://www.povarenok.ru/data/cache/2025jan/12/46/3159193_40166-710x550x.jpg
Паста с овощами и фетой из духовки,https://www.povarenok.ru/recipes/show/182280/,,,,https://www.povarenok.ru/data/cache/2025jan/16/51/3160017_98375-710x550x.jpg
"Салат ""Снежные сугробы""",https://www.povarenok.ru/recipes/show/182188/,,,,https://www.povarenok.ru/data/cache/2025jan/02/18/3157001_50278-710x550x.jpg
"Слоёный салат ""Рождественское небо""",https://www.povarenok.ru/recipes/show/182228/,,,,https://www.povarenok.ru/data/cache/2025jan/07/45/3158078_95753-710x550x.jpg
Мясные колобки с начинкой,https://www.povarenok.ru/recipes/show/182219/,,,,https://www.povarenok.ru/data/cache/2025jan/06/05/3157923_21878-710x550x.jpg
Густая похлёбка с фрикадельками и шпинатом,https://www.povarenok.ru/recipes/show/182206/,,,,https://www.povarenok.ru/data/cache/2025jan/05/45/3157552_93652-710x550x.jpg
Сочники с кокосовой стружкой,https://www.povarenok.ru/recipes/show/182284/,,,,https://www.povarenok.ru/data/cache/2025jan/18/39/3160181_57792-710x550x.jpg
Салат с баклажанами и индейкой,https://www.povarenok.ru/recipes/show/182210/,,,,https://www.povarenok.ru/data/cache/2025jan/04/08/3157267_50470-710x550x.jpg
Печенье с макадамией по-флорентийски,https://www.povarenok.ru/recipes/show/182250/,,,,https://www.povarenok.ru/data/cache/2025jan/10/12/3158752_90600-710x550x.jpg
Закуска из сыровяленой индейки,https://www.povarenok.ru/recipes/show/182192/,,,,https://www.povarenok.ru/data/cache/2025jan/03/33/3157135_74543-710x550x.jpg
Лакса 18 карат,https://www.povarenok.ru/recipes/show/182243/,,,,https://www.povarenok.ru/data/cache/2025jan/09/47/3158582_59749-710x550x.jpg
Индейка с грибами и картофелем,https://www.povarenok.ru/recipes/show/182197/,,,,https://www.povarenok.ru/data/cache/2025jan/03/08/3157158_96020-710x550x.jpg
Канапе с авокадо и креветками,https://www.povarenok.ru/recipes/show/182196/,,,,https://www.povarenok.ru/data/cache/2025jan/03/11/3157252_21439-710x550x.jpg
Сконы из цельнозерновой муки со сливой,https://www.povarenok.ru/recipes/show/182285/,,,,https://www.povarenok.ru/data/cache/2025jan/17/53/3160037_39544-710x550x.jpg
"Салат с индейкой и грибами ""Подкова""",https://www.povarenok.ru/recipes/show/182252/,,,,https://www.povarenok.ru/data/cache/2025jan/11/49/3158838_59869-710x550x.jpg
Простой грибной суп,https://www.povarenok.ru/recipes/show/182256/,,,,https://www.povarenok.ru/data/cache/2025jan/11/34/3158933_41214-710x550x.jpg
Стожки с мясом и картошкой,https://www.povarenok.ru/recipes/show/182286/,,,,https://www.povarenok.ru/data/cache/2025jan/18/04/3160199_74331-710x550x.jpg
Закусочные сырные кексы,https://www.povarenok.ru/recipes/show/182294/,,,,https://www.povarenok.ru/data/cache/2025jan/19/27/3160406_42301-710x550x.jpg
Кассуле с индейкой,https://www.povarenok.ru/recipes/show/182199/,,,,https://www.povarenok.ru/data/cache/2025jan/04/21/3157312_76377-710x550x.jpg
Скумбрия в томатном соусе,https://www.povarenok.ru/recipes/show/182293/,,,,https://www.povarenok.ru/data/cache/2025jan/19/22/3160382_40938-710x550x.jpg
Свекольное пхали с сальсой из маслин,https://www.povarenok.ru/recipes/show/182279/,,,,https://www.povarenok.ru/data/cache/2025jan/16/09/3159853_93938-710x550x.jpg
Скумбрия в духовке с картофелем,https://www.povarenok.ru/recipes/show/182273/,,,,https://www.povarenok.ru/data/cache/2025jan/13/36/3159408_41676-710x550x.jpg
Крабовые котлеты с сыром,https://www.povarenok.ru/recipes/show/182275/,,,,https://www.povarenok.ru/data/cache/2025jan/14/53/3159575_73365-710x550x.jpg
Торт-салат со свеклой и индейкой,https://www.povarenok.ru/recipes/show/182220/,,,,https://www.povarenok.ru/data/cache/2025jan/07/44/3157987_27767-710x550x.jpg
Салат с курицей и маслинами,https://www.povarenok.ru/recipes/show/182164/,,,,https://www.povarenok.ru/data/cache/2024dec/29/19/3156439_11868-710x550x.jpg
Жюльен два в одном,https://www.povarenok.ru/recipes/show/182176/,,,,https://www.povarenok.ru/data/cache/2024dec/31/13/3156713_60751-710x550x.jpg
Слойка с индейкой,https://www.povarenok.ru/recipes/show/182259/,,,,https://www.povarenok.ru/data/cache/2025jan/11/35/3158986_41779-710x550x.jpg
Творожно-цитрусовый рулет,https://www.povarenok.ru/recipes/show/182207/,,,,https://www.povarenok.ru/data/cache/2025jan/04/54/3157482_34754-710x550x.jpg
Коул слоу с индейкой,https://www.povarenok.ru/recipes/show/182170/,,,,https://www.povarenok.ru/data/cache/2024dec/30/41/3156558_75438-710x550x.jpg
"Вафли ""Сырный восторг""",https://www.povarenok.ru/recipes/show/182263/,,,,https://www.povarenok.ru/data/cache/2025jan/12/48/3159239_93778-710x550x.jpg
Закусочное печенье с сыром и хлопьями,https://www.povarenok.ru/recipes/show/182271/,,,,https://www.povarenok.ru/data/cache/2025jan/12/39/3159184_66073-710x550x.jpg
Бисквитный рулет,https://www.povarenok.ru/recipes/show/182289/,,,,https://www.povarenok.ru/data/cache/2025jan/19/22/3160293_42058-710x550x.jpg
Стейк из индейки с гремолатой,https://www.povarenok.ru/recipes/show/182155/,,,,https://www.povarenok.ru/data/cache/2024dec/27/08/3156149_38107-710x550x.jpg
"Буженина ""Инди"" с клюквенно-горчичным соусом",https://www.povarenok.ru/recipes/show/182190/,,,,https://www.povarenok.ru/data/cache/2025jan/02/25/3157067_46848-710x550x.jpg
Сэндвич из индейки,https://www.povarenok.ru/recipes/show/182264/,,,,https://www.povarenok.ru/data/cache/2025jan/12/21/3159265_86036-710x550x.jpg
Творожная галета с белковой начинкой,https://www.povarenok.ru/recipes/show/182272/,,,,https://www.povarenok.ru/data/cache/2025jan/13/52/3159441_47030-710x550x.jpg
"Салат ""Месяц молодой""",https://www.povarenok.ru/recipes/show/182165/,,,,https://www.povarenok.ru/data/cache/2024dec/29/26/3156458_21871-710x550x.jpg
Имбирно-лимонное печенье «Ёлочки»,https://www.povarenok.ru/recipes/show/182168/,,,,https://www.povarenok.ru/data/cache/2024dec/30/05/3156537_25832-710x550x.jpg
Очень мясная пицца-запеканка,https://www.povarenok.ru/recipes/show/182187/,,,,https://www.povarenok.ru/data/cache/2025jan/02/51/3156995_45551-710x550x.jpg
Кебаб в аэрогриле,https://www.povarenok.ru/recipes/show/182224/,,,,https://www.povarenok.ru/data/cache/2025jan/07/11/3158145_94937-710x550x.jpg
Творожные кексы с карамелизированным фундуком,https://www.povarenok.ru/recipes/show/182297/,,,,https://www.povarenok.ru/data/cache/2025jan/21/47/3160560_97730-710x550x.jpg
Глазурь из белого шоколада,https://www.povarenok.ru/recipes/show/182214/,,,,https://www.povarenok.ru/data/cache/2025jan/06/00/3157763_69366-710x550x.jpg
Филе индейки в картофельной шубке,https://www.povarenok.ru/recipes/show/182267/,,,,https://www.povarenok.ru/data/cache/2025jan/12/29/3159363_79251-710x550x.jpg
Яичный десерт,https://www.povarenok.ru/recipes/show/182218/,,,,https://www.povarenok.ru/data/cache/2025jan/06/23/3157937_33759-710x550x.jpg
Бедро индейки с апельсинами и клюквенным соусом,https://www.povarenok.ru/recipes/show/182251/,,,,https://www.povarenok.ru/data/cache/2025jan/11/39/3158822_31692-710x550x.jpg
Томатный хлеб с маслинами,https://www.povarenok.ru/recipes/show/182296/,,,,https://www.povarenok.ru/data/cache/2025jan/20/46/3160504_91701-710x550x.jpg
"Салат ""Кутузов"" с индейкой",https://www.povarenok.ru/recipes/show/182200/,,,,https://www.povarenok.ru/data/cache/2025jan/02/44/3157082_69272-710x550x.jpg
"Смузи ""Зимние витамины""",https://www.povarenok.ru/recipes/show/182244/,,,,https://www.povarenok.ru/data/cache/2025jan/10/10/3158614_20428-710x550x.jpg
Кулебяка на четыре угла,https://www.povarenok.ru/recipes/show/182162/,,,,https://www.povarenok.ru/data/cache/2024dec/12/23/3151771_49277-710x550x.jpg
Вяленая закуска за пару минут,https://www.povarenok.ru/recipes/show/182222/,,,,https://www.povarenok.ru/data/cache/2025jan/07/43/3158014_27750-710x550x.jpg
"Шоколадно-творожный рулет ""Рождественское полено""",https://www.povarenok.ru/recipes/show/182281/,,,,https://www.povarenok.ru/data/cache/2025jan/16/13/3159977_82922-710x550x.jpg
Отбивные из стейка индейки в кляре,https://www.povarenok.ru/recipes/show/182160/,,,,https://www.povarenok.ru/data/cache/2024dec/27/38/3156168_72729-710x550x.jpg
Омлет в лаваше-кругляше,https://www.povarenok.ru/recipes/show/182235/,,,,https://www.povarenok.ru/data/cache/2025jan/08/27/3158363_93718-710x550x.jpg
"Салат ""Биг Мак""",https://www.povarenok.ru/recipes/show/182150/,,,,https://www.povarenok.ru/data/cache/2024dec/27/54/3156182_73502-710x550x.jpg
Пирог с индейкой и лисичками,https://www.povarenok.ru/recipes/show/182173/,,,,https://www.povarenok.ru/data/cache/2024dec/06/56/3149486_39044-710x550x.jpg
Коронационная индейка,https://www.povarenok.ru/recipes/show/182171/,,,,https://www.povarenok.ru/data/cache/2024dec/30/41/3156573_34806-710x550x.jpg
Салат венок с сыровяленой индейкой,https://www.povarenok.ru/recipes/show/182217/,,,,https://www.povarenok.ru/data/cache/2025jan/06/57/3157869_31553-710x550x.jpg
Миндальный рождественский венок,https://www.povarenok.ru/recipes/show/182276/,,,,https://www.povarenok.ru/data/cache/2025jan/15/59/3159684_82161-710x550x.jpg
Азу из индейки в сметанном соусе,https://www.povarenok.ru/recipes/show/182152/,,,,https://www.povarenok.ru/data/cache/2024dec/28/00/3156225_56964-710x550x.jpg
Закусочные блины с ветчиной и сыром,https://www.povarenok.ru/recipes/show/182229/,,,,https://www.povarenok.ru/data/cache/2025jan/07/54/3158044_36741-710x550x.jpg
"Ржаные булочки "" Быстрые""",https://www.povarenok.ru/recipes/show/182269/,,,,https://www.povarenok.ru/data/cache/2025jan/12/36/3159328_62631-710x550x.jpg
"Сэндвич ""Мечта"" с ветчиной",https://www.povarenok.ru/recipes/show/182258/,,,,https://www.povarenok.ru/data/cache/2025jan/11/05/3159032_93963-710x550x.jpg
Теплый салат из индейки с хурмой,https://www.povarenok.ru/recipes/show/182237/,,,,https://www.povarenok.ru/data/cache/2025jan/09/46/3158445_61215-710x550x.jpg
Закусочные роллы из ветчины с огурцом,https://www.povarenok.ru/recipes/show/182240/,,,,https://www.povarenok.ru/data/cache/2025jan/08/13/3158399_17288-710x550x.jpg
Гречневый смузи-боул,https://www.povarenok.ru/recipes/show/182270/,,,,https://www.povarenok.ru/data/cache/2025jan/12/41/3159102_45277-710x550x.jpg
Рыба в соусе терияки,https://www.povarenok.ru/recipes/show/182292/,,,,https://www.povarenok.ru/data/cache/2025jan/19/04/3160333_97757-710x550x.jpg
Голень индейки с яблоками,https://www.povarenok.ru/recipes/show/182234/,,,,https://www.povarenok.ru/data/cache/2025jan/08/44/3158325_44060-710x550x.jpg
Рулет из индейки с беконом,https://www.povarenok.ru/recipes/show/182183/,,,,https://www.povarenok.ru/data/cache/2025jan/01/26/3156866_47771-710x550x.jpg
Закусочные брускетты,https://www.povarenok.ru/recipes/show/182230/,,,,https://www.povarenok.ru/data/cache/2025jan/08/23/3158253_25588-710x550x.jpg
Рождественский салат Оливье,https://www.povarenok.ru/recipes/show/182216/,,,,https://www.povarenok.ru/data/cache/2025jan/06/17/3157854_52743-710x550x.jpg
Цукотто с профитролями,https://www.povarenok.ru/recipes/show/182274/,,,,https://www.povarenok.ru/data/cache/2025jan/14/58/3159475_60831-710x550x.jpg
"Салат ""Переполох""",https://www.povarenok.ru/recipes/show/182185/,,,,https://www.povarenok.ru/data/cache/2025jan/02/43/3156957_66280-710x550x.jpg
Рождественский холодец из шеек индейки,https://www.povarenok.ru/recipes/show/182245/,,,,https://www.povarenok.ru/data/cache/2025jan/09/36/3158604_50037-710x550x.jpg
Праздничные рулеты из ветчины,https://www.povarenok.ru/recipes/show/182223/,,,,https://www.povarenok.ru/data/cache/2025jan/07/44/3158124_10430-710x550x.jpg
Медовик из детства,https://www.povarenok.ru/recipes/show/182202/,,,,https://www.povarenok.ru/data/cache/2025jan/04/11/3157357_22657-710x550x.jpg
Совсем не чебуреки в лаваше,https://www.povarenok.ru/recipes/show/182253/,,,,https://www.povarenok.ru/data/cache/2025jan/11/50/3158882_26933-710x550x.jpg
